0.0,81
2.203125,663073
4.40625,1325051
6.40625,1982248
8.53125,2641034
10.34375,3308455
12.21875,3976898
14.3125,4615406
16.265625,5305162
18.390625,6001518
20.34375,6696165
22.640625,7361727
24.625,8023282
26.78125,8692362
28.890623,9372239
30.96875,10034207
32.921875,10705513
34.859375,11418672
36.71875,12050932
38.484375,12721858
40.265625,13383429
42.40625,14018955
44.359375,14668802
46.4375,15310978
48.625,16013077
50.59375,16633104
52.78125,17292832
55.03125,17951686
57.125,18614521
59.3125,19261382
61.15625,19942815
63.203125,20619854
65.296875,21277119
67.484375,21934277
69.703125,22593691
71.9375,23248909
73.953125,23921491
76.109375,24585367
78.0,25244581
80.0,25916795
82.0,26592504
84.0625,27256373
86.09375,27908408
88.203125,28564822
90.28125,29244728
92.43751,29899955
94.390625,30572199
96.1875,31175840
98.21876,31823065
100.375,32486834
102.53125,33152943
104.5625,33809147
106.796875,34466614
108.96875,35133649
111.234375,35786031
113.203125,36454986
115.20312,37140830
117.1875,37826786
119.21875,38484462
121.234375,39139902
123.296875,39794523
125.453125,40465061
127.421875,41138520
129.32812,41817035
131.10938,42461221
132.98438,43148451
134.875,43829337
137.07812,44501908
139.15625,45167394
140.95312,45792403
142.8125,46450666
144.4375,47127458
146.4375,47786913
148.5,48440372
150.51562,49103507
152.4375,49762188
154.51562,50412455
156.64062,51096911
158.79688,51754377
160.78125,52422003
162.75,53074581
164.8125,53722352
166.85938,54381286
168.85938,55039297
170.89062,55702207
173.07812,56362335
175.15625,57031158
177.3125,57691841
179.42188,58361727
181.10938,59007595
183.10938,59687658
184.8125,60293680
186.73438,61001019
188.375,61626112
190.0625,62294254
191.23438,62787051
192.39062,63252969
193.59375,63748601
195.1875,64453471
196.98438,65144350
