1.0000515,365107
2.000143,707099
3.0002196,1038723
4.0003114,1356971
5.000442,1683618
6.0004683,2021197
7.0004883,2329163
8.000508,2679127
9.000529,3020432
10.000551,3331787
11.00061,3698037
12.000631,4039208
13.000661,4440098
14.0006895,4742640
15.000727,5071543
16.00078,5402447
17.00082,5709543
18.000843,6051671
19.000866,6382502
20.000893,6731046
21.000933,7095259
22.000952,7428083
23.001005,7733952
24.001026,8168360
25.001045,8525227
26.001066,8895081
27.001085,9257299
28.001108,9641411
29.001144,9933591
30.001162,10308281
31.001184,10694781
32.001205,11045599
33.00123,11395909
34.001278,11761027
35.001305,12143352
36.001335,12522949
37.00135,12838906
38.001373,13198818
39.0014,13568411
40.001423,13938876
41.00144,14302840
42.001457,14638654
43.001488,14999777
44.00152,15305855
45.001537,15681540
46.001556,15994100
47.00158,16335225
48.0016,16657241
49.00162,17049345
50.00167,17388286
51.00169,17732491
52.001717,18092572
53.001736,18421712
54.001755,18741266
55.001778,19094809
56.00179,19499221
57.001846,19851933
58.00187,20156709
59.00193,20538687
60.001938,20895413
61.00195,21259182
62.00196,21606549
63.001972,21958922
64.00198,22304024
65.00199,22656073
66.002014,23016036
67.00203,23379377
68.002045,23713288
69.00205,24051802
70.00207,24438259
71.00208,24823222
72.002106,25166267
73.00211,25535226
74.002144,25941211
75.002174,26372439
76.00218,26697877
77.0022,27032136
78.00221,27412006
79.00222,27771211
80.00223,28138807
81.002266,28445179
82.0023,28751741
83.00232,29037187
84.002335,29409753
85.00235,29770829
86.00236,30118026
87.00238,30394000
88.002396,30688865
89.00241,31026394
90.00244,31407787
91.00246,31772137
92.002464,32096470
93.00248,32437960
94.00249,32852116
95.0025,33222483
96.00252,33564298
97.002525,33957057
98.00255,34318630
99.00256,34667429
100.00258,35018816
