1.0000467,183644
2.0001328,363560
3.000211,545369
4.0002756,730589
5.0003734,920439
6.000396,1107638
7.0004067,1296405
8.000424,1484345
9.000435,1671728
10.000445,1857300
11.000475,2043260
12.000498,2218992
13.000508,2405125
14.000518,2588601
15.000537,2770259
16.00059,2927864
17.0006,3118670
18.000612,3307120
19.000639,3497256
20.000648,3686726
21.000662,3873669
22.000673,4060335
23.000721,4246254
24.00073,4433663
25.00075,4617196
26.000765,4802376
27.000774,4987718
28.000786,5171932
29.000797,5356038
30.00081,5540548
31.000824,5726924
32.000835,5914369
33.000843,6101075
34.00087,6288278
35.00088,6474481
36.000893,6663872
37.000904,6849554
38.00092,7036674
39.000927,7224831
40.00094,7411256
41.000946,7598918
42.00096,7789226
43.000973,7979028
44.00098,8168258
45.001003,8343388
46.00102,8529751
47.001026,8713428
48.00104,8898176
49.00105,9082425
50.001076,9264507
51.001087,9450533
52.001095,9636253
53.00111,9823487
54.001163,10011560
55.001183,10195849
56.00119,10378807
57.0012,10563166
58.001217,10747748
59.001225,10933298
60.001236,11117829
61.00125,11301738
62.00127,11483419
63.001286,11666693
64.0013,11855139
65.001305,12045162
66.00132,12234369
67.001335,12423249
68.00135,12612157
69.00137,12801581
70.00138,12988771
71.00139,13176803
72.001396,13365010
73.00141,13556393
74.001434,13744717
75.00146,13929151
76.00148,14115914
77.00149,14299725
78.0015,14485990
79.00152,14671325
80.001526,14859580
81.00154,15049857
82.00155,15238423
83.00157,15425544
84.001595,15612806
85.0016,15797547
86.00162,15983581
87.001625,16168995
88.00163,16355708
89.00165,16546126
90.00166,16733827
91.001686,16918642
92.001686,17103386
93.0017,17287298
94.00172,17473646
95.001724,17660178
96.00174,17847070
97.00175,18033591
98.00176,18222682
99.001785,18402179
100.0018,18592223
