0.0,31
0.953125,188775
1.9375,375574
2.828125,548513
3.7500002,735399
4.5625,924020
5.46875,1108543
6.4375,1295782
7.34375,1481628
8.265625,1670622
9.1875,1858507
10.125,2045760
11.125,2237505
11.90625,2420463
12.765625,2608308
13.671875,2797848
14.5,2985099
15.359375,3169895
16.3125,3354950
17.203125,3541138
18.03125,3720653
19.015625,3913152
19.890625,4100677
20.828125,4287296
21.796875,4475012
22.734375,4662735
23.6875,4849529
24.5625,5034623
25.484373,5223981
26.453125,5411988
27.359375,5599301
28.265625,5784642
29.15625,5971247
30.078123,6158889
31.046875,6345514
31.96875,6532461
32.875,6719616
33.828125,6906183
34.71875,7092424
35.640625,7279582
36.640625,7466879
37.59375,7656223
38.546875,7844863
39.515625,8032956
40.40625,8220548
41.4375,8409512
42.328125,8597667
43.21875,8786223
44.21875,8976325
45.187496,9162924
46.09375,9351537
47.015625,9539623
47.92188,9727106
48.84375,9915088
49.796875,10103678
50.71875,10292867
51.71875,10479939
52.65625,10668460
53.578125,10854113
54.546875,11041861
55.4375,11230406
56.34375,11417751
57.296875,11606345
58.265625,11795116
59.171875,11971273
60.09375,12160249
61.031254,12349934
62.015625,12536445
62.921875,12724801
63.875,12914156
64.828125,13102581
65.6875,13291020
66.578125,13480265
67.5625,13669138
68.5,13856991
69.4375,14044259
70.34375,14231955
71.28125,14419228
72.28125,14606028
73.265625,14797339
74.234375,14988773
75.15625,15176369
76.03125,15365088
76.890625,15553482
77.890625,15742443
78.859375,15929924
79.78125,16118087
80.6875,16305243
81.609375,16493855
82.59375,16682134
83.5,16864138
84.390625,17041120
85.359375,17229621
86.28125,17417224
87.234375,17605434
88.1875,17795914
89.109375,17981299
90.0,18165438
90.875,18346544
91.859375,18532175
